site_id,site_name,site_type,occupancy_class,has_sprinklers,sq_ft,city,address,ahj_jurisdiction,installed_year,system_age_years,service_level,risk_score
3039,Warehouse #3039,Warehouse,Light,True,74005,Akron,951 Courtney Village,Akron Fire Dept,2000,25,Bronze,0.3721704166666667
3040,Office #3040,Office,Moderate,False,28216,Columbus,850 Richard Estate Suite 355,Columbus Fire Dept,2018,7,Silver,0.4653286666666667
3041,Retail #3041,Retail,Ordinary,True,55258,Columbus,34329 Carson Passage Suite 031,Columbus Fire Dept,2006,19,Gold,0.3631101666666666
3042,Healthcare #3042,Healthcare,Ordinary,True,2000,Cincinnati,454 Alexander Court,Cincinnati Fire Dept,1997,28,Silver,0.42816666666666664
3043,Retail #3043,Retail,Moderate,True,13769,Dayton,3145 Christopher Station,Dayton Fire Dept,2000,25,Silver,0.4644934166666667
3044,Retail #3044,Retail,Moderate,True,51200,Dayton,838 Michelle Estate,Dayton Fire Dept,2022,3,Silver,0.2359
3045,Warehouse #3045,Warehouse,Ordinary,True,26443,Cincinnati,206 Sarah Summit,Cincinnati Fire Dept,2014,11,Silver,0.24816558333333333
3046,Office #3046,Office,Light,True,2000,Dayton,7949 Deborah Expressway Apt. 313,Dayton Fire Dept,2022,3,Gold,0.0615
3047,Retail #3047,Retail,Light,True,25742,Akron,408 Nguyen Ridge Apt. 930,Akron Fire Dept,2006,19,Silver,0.26597316666666665
3048,Retail #3048,Retail,Light,True,83900,Louisville,5666 Pam Isle Apt. 475,Louisville Fire Dept,2014,11,Gold,0.21625833333333333
3049,Manufacturing #3049,Manufacturing,Light,True,31880,Louisville,87212 Robert Squares Suite 121,Louisville Fire Dept,2006,19,Silver,0.27057666666666663
3050,Hospitality #3050,Hospitality,Light,True,57942,Louisville,760 Maddox Cliffs Apt. 957,Louisville Fire Dept,2022,3,Silver,0.1034565
3051,Warehouse #3051,Warehouse,High,False,18587,Akron,719 Beck Walk Apt. 704,Akron Fire Dept,2007,18,Bronze,0.64894025
3052,Warehouse #3052,Warehouse,Light,True,74587,Cincinnati,584 Bush Light Suite 365,Cincinnati Fire Dept,1997,28,Bronze,0.4076069166666667
3053,Manufacturing #3053,Manufacturing,High,False,19414,Columbus,511 Stephanie Ford Apt. 472,Columbus Fire Dept,2002,23,Silver,0.7078938333333333
3054,Office #3054,Office,Light,True,107574,Cincinnati,207 Amy Trafficway,Cincinnati Fire Dept,1996,29,Silver,0.44401383333333333
3055,Retail #3055,Retail,Moderate,True,51849,Cincinnati,3179 Joseph Vista,Cincinnati Fire Dept,2021,4,Silver,0.24805341666666667
3056,Retail #3056,Retail,Moderate,False,3671,Dayton,32381 Meyer Prairie,Dayton Fire Dept,2003,22,Gold,0.6219199166666667
3057,Manufacturing #3057,Manufacturing,Moderate,False,78301,Cleveland,9244 Rubio Circle Apt. 449,Cleveland Fire Dept,2004,21,Bronze,0.66622575
3058,Retail #3058,Retail,Ordinary,True,6251,Akron,6632 Lamb Street,Akron Fire Dept,2007,18,Silver,0.31468825
3059,Retail #3059,Retail,Light,True,28895,Louisville,72536 Richard Light Suite 815,Louisville Fire Dept,2020,5,Gold,0.10500458333333333
3060,Warehouse #3060,Warehouse,Light,False,22453,Louisville,733 Myers Roads Suite 384,Louisville Fire Dept,1996,29,Gold,0.5801730833333334
3061,Office #3061,Office,Ordinary,True,9609,Columbus,4880 Teresa Crescent Apt. 417,Columbus Fire Dept,2000,25,Bronze,0.3988734166666667
3062,Education #3062,Education,High,False,64087,Akron,59813 Richards Forges,Akron Fire Dept,2007,18,Gold,0.6830652500000001
3063,Retail #3063,Retail,Light,True,47910,Cleveland,962 Beasley Divide Apt. 307,Cleveland Fire Dept,2012,13,Silver,0.21259916666666667
3064,Retail #3064,Retail,Light,False,96240,Cleveland,980 King Locks Apt. 947,Cleveland Fire Dept,2008,17,Silver,0.49551333333333336
3065,Healthcare #3065,Healthcare,Moderate,True,50089,Columbus,80811 Lang Isle Apt. 816,Columbus Fire Dept,2017,8,Gold,0.29340008333333334
3066,Retail #3066,Retail,Moderate,True,2000,Louisville,0009 Anthony Wells,Louisville Fire Dept,2017,8,Silver,0.25733333333333336
3067,Retail #3067,Retail,Moderate,False,101777,Columbus,7011 Greene Hill,Columbus Fire Dept,2010,15,Gold,0.61383275
3068,Office #3068,Office,Light,True,41630,Akron,8435 Moore Harbor Suite 887,Akron Fire Dept,2020,5,Bronze,0.11455583333333333
3069,Retail #3069,Retail,Light,False,38924,Dayton,9722 Thomas Causeway,Dayton Fire Dept,2012,13,Silver,0.40585966666666673
3070,Healthcare #3070,Healthcare,Moderate,True,2000,Columbus,6077 Martinez Locks,Columbus Fire Dept,2004,21,Silver,0.409
3071,Warehouse #3071,Warehouse,Ordinary,True,86922,Cleveland,5217 Michael Port,Cleveland Fire Dept,2024,1,Silver,0.17685816666666665
3072,Warehouse #3072,Warehouse,Ordinary,True,49125,Louisville,8615 Foster Flat Suite 484,Louisville Fire Dept,1997,28,Bronze,0.46351041666666665
3073,Warehouse #3073,Warehouse,Ordinary,False,80583,Akron,0705 Sullivan Oval,Akron Fire Dept,2010,15,Gold,0.53543725
3074,Manufacturing #3074,Manufacturing,Light,True,68844,Akron,03724 Ann Club Apt. 210,Akron Fire Dept,2001,24,Gold,0.356633
3075,Hospitality #3075,Hospitality,Light,True,114853,Louisville,1681 Mary Club Suite 372,Louisville Fire Dept,1995,30,Gold,0.46113975
3076,Education #3076,Education,Moderate,True,89850,Dayton,5474 Dunn Station,Dayton Fire Dept,2000,25,Silver,0.5215541666666668
3077,Retail #3077,Retail,Moderate,True,37750,Cleveland,04484 Calvin Summit Apt. 780,Cleveland Fire Dept,2016,9,Bronze,0.29581250000000003
3078,Healthcare #3078,Healthcare,Moderate,True,71951,Dayton,55135 Webb Stravenue Suite 012,Dayton Fire Dept,2014,11,Silver,0.34479658333333335
3079,Education #3079,Education,Ordinary,True,89984,Louisville,82237 Bolton Brooks,Louisville Fire Dept,1995,30,Silver,0.517488
3080,Healthcare #3080,Healthcare,Ordinary,True,42024,Columbus,69080 Maynard Cape,Columbus Fire Dept,2010,15,Silver,0.306518
3081,Warehouse #3081,Warehouse,Moderate,False,19723,Akron,643 Trujillo Stream,Akron Fire Dept,2024,1,Silver,0.38895891666666665
3082,Retail #3082,Retail,Ordinary,True,40087,Columbus,63385 Hoover Land Suite 877,Columbus Fire Dept,2006,19,Gold,0.35173191666666664
3083,Warehouse #3083,Warehouse,Light,True,36317,Louisville,2860 Robert Track Suite 234,Louisville Fire Dept,2013,12,Bronze,0.19223774999999999
3084,Warehouse #3084,Warehouse,Light,True,56655,Columbus,5939 Chase Trace Apt. 001,Columbus Fire Dept,2001,24,Gold,0.34749125
3085,Warehouse #3085,Warehouse,Ordinary,True,2000,Dayton,1813 Wiggins Wells Apt. 646,Dayton Fire Dept,2006,19,Gold,0.32316666666666666
3086,Warehouse #3086,Warehouse,Light,False,18653,Dayton,7422 Page Fork,Dayton Fire Dept,1995,30,Gold,0.58898975
3087,Retail #3087,Retail,Ordinary,False,22235,Dayton,4352 Aaron Fork Suite 693,Dayton Fire Dept,2002,23,Silver,0.5850095833333333
3088,Hospitality #3088,Hospitality,Ordinary,True,67783,Louisville,24697 Christopher Squares Suite 743,Louisville Fire Dept,1998,27,Bronze,0.46583725000000004
3089,Warehouse #3089,Warehouse,Light,True,2000,Akron,5798 Tucker Road Suite 034,Akron Fire Dept,2000,25,Bronze,0.3181666666666667
3090,Education #3090,Education,Light,True,6645,Dayton,944 Holmes Unions,Dayton Fire Dept,2000,25,Gold,0.3216504166666667
3091,Warehouse #3091,Warehouse,Light,True,2000,Columbus,3270 Smith Road Apt. 634,Columbus Fire Dept,2009,16,Silver,0.21316666666666664
3092,Office #3092,Office,Moderate,False,29054,Cleveland,94588 Mack Inlet,Cleveland Fire Dept,1996,29,Bronze,0.7226238333333335
3093,Hospitality #3093,Hospitality,Light,True,29839,Akron,653 Rios Meadow,Akron Fire Dept,1996,29,Gold,0.38571258333333336
3094,Manufacturing #3094,Manufacturing,Ordinary,True,34760,Akron,7283 Edwards Roads Apt. 349,Akron Fire Dept,1998,27,Gold,0.44107
3095,Healthcare #3095,Healthcare,Moderate,False,20706,Cleveland,322 Hartman Landing Apt. 508,Cleveland Fire Dept,1995,30,Silver,0.7280294999999999
3096,Office #3096,Office,Ordinary,True,34796,Cleveland,3248 Jones Square Apt. 128,Cleveland Fire Dept,2016,9,Gold,0.23109700000000002
3097,Retail #3097,Retail,Ordinary,True,45279,Akron,388 Lindsay Landing,Akron Fire Dept,2003,22,Bronze,0.3906259166666667
3098,Retail #3098,Retail,High,True,35155,Akron,66431 Amanda Knolls Suite 379,Akron Fire Dept,2003,22,Silver,0.5080329166666667
3099,Office #3099,Office,Ordinary,False,31252,Louisville,2970 Tucker Cove Apt. 773,Louisville Fire Dept,2006,19,Silver,0.5451056666666667
3100,Retail #3100,Retail,Light,False,50525,Louisville,9815 Michael Expressway Apt. 661,Louisville Fire Dept,2024,1,Gold,0.2745604166666667
3101,Healthcare #3101,Healthcare,Ordinary,True,17970,Cincinnati,8054 Conrad Walk Apt. 186,Cincinnati Fire Dept,2022,3,Gold,0.1484775
3102,Manufacturing #3102,Manufacturing,Ordinary,True,59376,Cleveland,03988 Richards Port,Cleveland Fire Dept,2001,24,Silver,0.424532
3103,Manufacturing #3103,Manufacturing,Ordinary,False,52418,Columbus,550 Ruth Ridges,Columbus Fire Dept,2014,11,Gold,0.46764683333333334
3104,Manufacturing #3104,Manufacturing,Ordinary,False,76136,Cincinnati,453 Teresa Stravenue Apt. 430,Cincinnati Fire Dept,2009,16,Silver,0.5437686666666667
3105,Manufacturing #3105,Manufacturing,Light,True,24421,Columbus,1856 Baldwin Crescent Apt. 480,Columbus Fire Dept,2008,17,Bronze,0.2416490833333333
3106,Office #3106,Office,Light,False,61496,Akron,6810 Daniel Extensions,Akron Fire Dept,2009,16,Silver,0.4577886666666666
3107,Education #3107,Education,Light,True,7989,Cleveland,521 Bishop Road Suite 354,Cleveland Fire Dept,2006,19,Gold,0.25265841666666666
3108,Retail #3108,Retail,Moderate,False,27861,Columbus,6590 Rebecca Coves Suite 864,Columbus Fire Dept,2008,17,Bronze,0.5817290833333333
3109,Office #3109,Office,Light,True,5632,Louisville,9683 Ward Lodge Suite 086,Louisville Fire Dept,2019,6,Gold,0.099224
3110,Office #3110,Office,Ordinary,True,21177,Cleveland,8012 Bethany Extension Apt. 527,Cleveland Fire Dept,2016,9,Bronze,0.22088275000000002
3111,Manufacturing #3111,Manufacturing,Light,True,9173,Columbus,86855 Ronnie Underpass Apt. 871,Columbus Fire Dept,2000,25,Bronze,0.3235464166666667
3112,Office #3112,Office,Light,True,37128,Louisville,21867 Tracey Landing Suite 039,Louisville Fire Dept,2005,20,Gold,0.2861793333333333
3113,Warehouse #3113,Warehouse,Ordinary,False,49407,Dayton,37279 Robert Estate,Dayton Fire Dept,2009,16,Gold,0.5237219166666667
3114,Retail #3114,Retail,Light,True,41707,Columbus,65268 Laura Forest,Columbus Fire Dept,2023,2,Bronze,0.07961358333333332
3115,Manufacturing #3115,Manufacturing,Light,True,15879,Columbus,5830 Joseph Crossroad Suite 355,Columbus Fire Dept,2009,16,Silver,0.22357591666666665
3116,Warehouse #3116,Warehouse,Light,True,70139,Cincinnati,28738 Donna Overpass,Cincinnati Fire Dept,2023,2,Bronze,0.10093758333333333
3117,Office #3117,Office,Light,True,61791,Dayton,2634 Christine Plains Apt. 942,Dayton Fire Dept,2011,14,Gold,0.23467658333333333
3118,Education #3118,Education,Ordinary,True,18415,Louisville,12137 Richard Brooks,Louisville Fire Dept,1996,29,Bronze,0.45214458333333335
3119,Hospitality #3119,Hospitality,Light,False,15635,Dayton,270 Andrew View Suite 698,Dayton Fire Dept,2004,21,Silver,0.48172624999999997
3120,Office #3120,Office,Light,True,62368,Dayton,5876 Thomas Drive,Dayton Fire Dept,1995,30,Silver,0.421776
3121,Office #3121,Office,Moderate,False,19519,Cleveland,69890 Calvin Mountains,Cleveland Fire Dept,2022,3,Silver,0.41213925
3122,Office #3122,Office,Ordinary,True,20673,Louisville,2020 Acosta Stravenue,Louisville Fire Dept,2003,22,Gold,0.3721714166666667
3123,Healthcare #3123,Healthcare,Light,False,47531,Akron,268 Amy Corners,Akron Fire Dept,1999,26,Silver,0.5639815833333334
3124,Retail #3124,Retail,Ordinary,True,34232,Dayton,05552 Garcia Glen,Dayton Fire Dept,2022,3,Silver,0.160674
3125,Healthcare #3125,Healthcare,Moderate,True,57505,Louisville,811 Lloyd Plaza,Louisville Fire Dept,2019,6,Silver,0.27562875
3126,Retail #3126,Retail,Light,True,38157,Cincinnati,06576 Wall Meadows,Cincinnati Fire Dept,1995,30,Silver,0.40361775
3127,Office #3127,Office,Ordinary,False,64669,Columbus,0298 Berry Creek,Columbus Fire Dept,2023,2,Bronze,0.37183508333333337
3128,Office #3128,Office,Light,True,89596,Louisville,9090 Kimberly Vista,Louisville Fire Dept,2002,23,Silver,0.36053033333333334
3129,Retail #3129,Retail,Ordinary,True,8361,Cleveland,927 Rubio Rapid Suite 460,Cleveland Fire Dept,2017,8,Bronze,0.19960408333333332
3130,Office #3130,Office,High,False,89538,Cleveland,40517 Cynthia Falls Apt. 927,Cleveland Fire Dept,2003,22,Gold,0.7488201666666666
3131,Retail #3131,Retail,Light,True,58854,Cincinnati,15692 Ramirez Villages Apt. 053,Cincinnati Fire Dept,2002,23,Gold,0.3374738333333333
3132,Retail #3132,Retail,Light,True,63581,Cleveland,3987 Gilbert Brook Apt. 780,Cleveland Fire Dept,2016,9,Gold,0.17768575
3133,Retail #3133,Retail,Ordinary,True,108644,Columbus,912 Roy Knolls Suite 142,Columbus Fire Dept,1995,30,Silver,0.5314829999999999
3134,Healthcare #3134,Healthcare,Ordinary,True,60593,Columbus,866 Mcgee Oval Suite 105,Columbus Fire Dept,2017,8,Silver,0.23877808333333334
3135,Retail #3135,Retail,Moderate,False,2000,Cincinnati,980 Moore Mission Suite 679,Cincinnati Fire Dept,2010,15,Silver,0.539
3136,Education #3136,Education,High,True,23683,Cleveland,573 Melanie Flat Apt. 125,Cleveland Fire Dept,2004,21,Gold,0.48776224999999995
3137,Education #3137,Education,Ordinary,True,8255,Dayton,16392 Morrow Via Suite 228,Dayton Fire Dept,2020,5,Gold,0.16452458333333334
3138,Retail #3138,Retail,Light,False,17557,Dayton,71092 Cheryl Ville Suite 342,Dayton Fire Dept,2006,19,Silver,0.45983441666666663
3139,Office #3139,Office,Ordinary,True,75481,Cleveland,55612 Davis Circle Apt. 197,Cleveland Fire Dept,1998,27,Silver,0.47161075
3140,Office #3140,Office,High,True,72223,Louisville,88991 Bradley Cliffs Suite 263,Louisville Fire Dept,1998,27,Gold,0.59416725
3141,Retail #3141,Retail,Moderate,False,16302,Louisville,2815 Sherry Park,Louisville Fire Dept,2015,10,Silver,0.49139316666666666
3142,Healthcare #3142,Healthcare,Moderate,True,72023,Akron,379 Nathaniel Stream,Akron Fire Dept,1998,27,Bronze,0.53151725
3143,Hospitality #3143,Hospitality,Ordinary,True,62766,Dayton,0349 Deborah Wells Suite 833,Dayton Fire Dept,1999,26,Silver,0.45040783333333334
3144,Education #3144,Education,Moderate,True,72460,Columbus,403 Jon Plains Apt. 287,Columbus Fire Dept,2001,24,Silver,0.496845
3145,Manufacturing #3145,Manufacturing,High,True,34186,Louisville,2699 Susan Park Suite 845,Louisville Fire Dept,1995,30,Silver,0.6006395
3146,Office #3146,Office,Moderate,True,69017,Columbus,9622 Alexander Island,Columbus Fire Dept,1996,29,Gold,0.5525960833333333
3147,Warehouse #3147,Warehouse,Ordinary,False,27083,Cleveland,9287 Phillip Prairie Suite 982,Cleveland Fire Dept,1996,29,Silver,0.6586455833333335
3148,Office #3148,Office,Ordinary,True,33699,Akron,59430 Ann Tunnel Suite 199,Akron Fire Dept,2019,6,Gold,0.19527424999999998
3149,Warehouse #3149,Warehouse,Light,True,31966,Akron,46973 Horne Ville,Akron Fire Dept,2001,24,Silver,0.3289745
3150,Retail #3150,Retail,Light,False,44996,Columbus,373 Ortiz Bridge,Columbus Fire Dept,2005,20,Silver,0.49208033333333334
3151,Manufacturing #3151,Manufacturing,Ordinary,True,50429,Cincinnati,2807 Amber River,Cincinnati Fire Dept,1995,30,Silver,0.48782174999999994
3152,Education #3152,Education,Ordinary,True,41708,Akron,044 Ashley Roads Apt. 786,Akron Fire Dept,2004,21,Silver,0.376281
3153,Retail #3153,Retail,Light,False,2000,Akron,543 Lee Port,Akron Fire Dept,1998,27,Gold,0.5415
3154,Healthcare #3154,Healthcare,High,True,9294,Akron,806 Shepherd Burg,Akron Fire Dept,1998,27,Silver,0.5469705
3155,Retail #3155,Retail,Ordinary,True,38651,Cincinnati,37067 Shannon Viaduct Suite 796,Cincinnati Fire Dept,2021,4,Silver,0.17565491666666666
3156,Warehouse #3156,Warehouse,Light,False,95794,Akron,25190 John Cliffs Apt. 858,Akron Fire Dept,2012,13,Silver,0.4485121666666667
3157,Retail #3157,Retail,Moderate,True,42102,Akron,77717 Hays Haven Suite 614,Akron Fire Dept,2006,19,Gold,0.41574316666666666
3158,Education #3158,Education,Moderate,True,42731,Cincinnati,3996 Williams Meadows,Cincinnati Fire Dept,2004,21,Bronze,0.43954825
3159,Retail #3159,Retail,Light,True,78768,Louisville,7024 Townsend Underpass,Louisville Fire Dept,1996,29,Silver,0.42240933333333336
3160,Warehouse #3160,Warehouse,Moderate,True,58118,Akron,860 Moore Trail,Akron Fire Dept,2020,5,Bronze,0.26442183333333336
3161,Warehouse #3161,Warehouse,Ordinary,True,14575,Akron,82592 Harris Brooks Apt. 810,Akron Fire Dept,2007,18,Gold,0.32093125
3162,Retail #3162,Retail,Light,True,49688,Akron,2372 Natalie Place Apt. 194,Akron Fire Dept,2019,6,Gold,0.132266
3163,Warehouse #3163,Warehouse,Ordinary,True,67823,Columbus,424 Robert Drives Suite 244,Columbus Fire Dept,2016,9,Bronze,0.25586725
3164,Retail #3164,Retail,Ordinary,False,49468,Columbus,461 Timothy Brook Suite 505,Columbus Fire Dept,2001,24,Silver,0.6171010000000001
3165,Hospitality #3165,Hospitality,High,True,2000,Columbus,8188 Kristen Curve Apt. 501,Columbus Fire Dept,2024,1,Gold,0.23816666666666667
3166,Healthcare #3166,Healthcare,Light,True,87553,Columbus,096 Dale Crossroad Suite 100,Columbus Fire Dept,2013,12,Gold,0.23066474999999997
3167,Warehouse #3167,Warehouse,Moderate,True,59549,Cleveland,0163 Houston Spurs Apt. 441,Cleveland Fire Dept,2000,25,Silver,0.4988284166666667
3168,Manufacturing #3168,Manufacturing,Moderate,True,72289,Dayton,7002 Gutierrez Hills,Dayton Fire Dept,2003,22,Silver,0.47338341666666667
3169,Retail #3169,Retail,Ordinary,True,2000,Dayton,638 Kenneth Vista,Dayton Fire Dept,1998,27,Gold,0.41650000000000004
3170,Manufacturing #3170,Manufacturing,Ordinary,True,29057,Cincinnati,694 David Landing,Cincinnati Fire Dept,1997,28,Gold,0.44845941666666667
3171,Retail #3171,Retail,Moderate,True,59407,Akron,851 Ford Tunnel Apt. 160,Akron Fire Dept,2008,17,Silver,0.40538858333333333
3172,Retail #3172,Retail,Light,True,18730,Akron,9921 Tammy Knoll,Akron Fire Dept,1999,26,Gold,0.34238083333333336
3173,Warehouse #3173,Warehouse,Ordinary,False,69653,Cleveland,3068 Ronald Estates,Cleveland Fire Dept,2002,23,Gold,0.6205730833333334
3174,Education #3174,Education,Light,True,51898,Cincinnati,228 Patricia Crossroad,Cincinnati Fire Dept,2018,7,Silver,0.14559016666666666
3175,Education #3175,Education,Moderate,True,38770,Columbus,342 Buck Burg,Columbus Fire Dept,2017,8,Silver,0.28491083333333334
3176,Education #3176,Education,Light,True,23306,Louisville,537 Ali Freeway Apt. 307,Louisville Fire Dept,2009,16,Bronze,0.22914616666666665
3177,Healthcare #3177,Healthcare,Moderate,True,46163,Dayton,78235 Lisa Island Apt. 059,Dayton Fire Dept,2004,21,Bronze,0.44212225
3178,Office #3178,Office,Ordinary,True,74322,Columbus,66070 Meyer Corner Suite 374,Columbus Fire Dept,2024,1,Silver,0.16740816666666666
3179,Education #3179,Education,Moderate,True,33558,Louisville,23492 Donna Springs Suite 660,Louisville Fire Dept,2024,1,Silver,0.19933516666666667
3180,Healthcare #3180,Healthcare,Light,False,79378,Akron,94172 Kevin Cove,Akron Fire Dept,2003,22,Silver,0.5412001666666667
3181,Retail #3181,Retail,Moderate,True,59175,Louisville,47766 Cook Burgs Apt. 584,Louisville Fire Dept,2000,25,Gold,0.4985479166666667
3182,Warehouse #3182,Warehouse,Moderate,False,50644,Louisville,6115 Burgess Dam,Louisville Fire Dept,2022,3,Gold,0.435483
3183,Retail #3183,Retail,Light,False,2000,Akron,9426 Steele Plaza Suite 801,Akron Fire Dept,2014,11,Silver,0.35483333333333333
3184,Healthcare #3184,Healthcare,Ordinary,False,63582,Louisville,615 Diana Center Suite 149,Louisville Fire Dept,2005,20,Silver,0.5810198333333333
3185,Education #3185,Education,High,True,77262,Columbus,86689 Kelly Trail,Columbus Fire Dept,2021,4,Silver,0.3296131666666667
3186,Manufacturing #3186,Manufacturing,Moderate,True,58698,Cleveland,5693 Lisa Mountain Suite 198,Cleveland Fire Dept,2000,25,Silver,0.4981901666666667
3187,Healthcare #3187,Healthcare,Light,True,61678,Columbus,1294 Hodge Ranch Apt. 299,Columbus Fire Dept,2017,8,Bronze,0.16459183333333333
3188,Warehouse #3188,Warehouse,High,False,8371,Cleveland,9344 Emily Rapids Suite 879,Cleveland Fire Dept,2016,9,Bronze,0.5362782500000001
3189,Hospitality #3189,Hospitality,Ordinary,True,2000,Cleveland,50825 Harris Villages Suite 912,Cleveland Fire Dept,2017,8,Gold,0.19483333333333333
3190,Warehouse #3190,Warehouse,Ordinary,True,25227,Akron,5564 Williams Branch Apt. 443,Akron Fire Dept,1995,30,Silver,0.4689202499999999
3191,Healthcare #3191,Healthcare,Moderate,False,14795,Cincinnati,905 Martin Summit Suite 665,Cincinnati Fire Dept,2013,12,Bronze,0.51359625
3192,Retail #3192,Retail,Light,True,56264,Cincinnati,521 Robinson Springs Suite 953,Cincinnati Fire Dept,2000,25,Silver,0.3588646666666667
3193,Healthcare #3193,Healthcare,Moderate,True,80063,Louisville,27725 Green Shoal Apt. 581,Louisville Fire Dept,2014,11,Gold,0.35088058333333333
3194,Healthcare #3194,Healthcare,Light,True,27966,Akron,8654 Brent Avenue Suite 357,Akron Fire Dept,1997,28,Silver,0.3726411666666667
3195,Warehouse #3195,Warehouse,Light,True,23851,Columbus,94318 Michael Isle Apt. 146,Columbus Fire Dept,2014,11,Bronze,0.17122158333333332
3196,Retail #3196,Retail,Ordinary,True,55069,Dayton,7718 Michael Causeway,Dayton Fire Dept,2011,14,Gold,0.30463508333333333
3197,Hospitality #3197,Hospitality,Ordinary,True,32776,Louisville,193 King Creek Apt. 970,Louisville Fire Dept,2011,14,Gold,0.2879153333333333
3198,Healthcare #3198,Healthcare,Light,True,71001,Cincinnati,5032 Tamara Path Suite 730,Cincinnati Fire Dept,2014,11,Gold,0.20658408333333333
3199,Retail #3199,Retail,Ordinary,True,27811,Columbus,226 Beck Hill Apt. 143,Columbus Fire Dept,2013,12,Silver,0.26085825
3200,Warehouse #3200,Warehouse,Moderate,True,28442,Dayton,145 Tara Ville Suite 862,Dayton Fire Dept,1995,30,Gold,0.5338314999999999
3201,Office #3201,Office,Moderate,True,2000,Cincinnati,7290 Terrance Trafficway,Cincinnati Fire Dept,2004,21,Gold,0.409
3202,Warehouse #3202,Warehouse,Ordinary,False,50643,Dayton,9660 Peterson Parkways,Dayton Fire Dept,2020,5,Silver,0.39631558333333333
3203,Education #3203,Education,High,True,101036,Louisville,491 William Keys,Louisville Fire Dept,2012,13,Gold,0.4524436666666667
3204,Retail #3204,Retail,Moderate,False,92122,Cincinnati,39890 Snyder Centers Apt. 489,Cincinnati Fire Dept,2012,13,Silver,0.5832581666666666
3205,Manufacturing #3205,Manufacturing,Light,True,42675,Akron,2322 Williams Ford Apt. 457,Akron Fire Dept,2010,15,Silver,0.23200624999999997
3206,Warehouse #3206,Warehouse,Ordinary,True,16693,Dayton,35706 Hall Grove,Dayton Fire Dept,2014,11,Bronze,0.24085308333333333
3207,Hospitality #3207,Hospitality,Light,False,9240,Cincinnati,55623 Christopher Centers,Cincinnati Fire Dept,2007,18,Silver,0.44193
3208,Healthcare #3208,Healthcare,Ordinary,True,24227,Akron,37429 Christopher Crossroad,Akron Fire Dept,2020,5,Silver,0.17650358333333332
3209,Education #3209,Education,Moderate,True,52125,Louisville,170 Charles Expressway,Louisville Fire Dept,2023,2,Silver,0.22492708333333333
3210,Retail #3210,Retail,Ordinary,True,66286,Louisville,900 Rachel Course Apt. 915,Louisville Fire Dept,2007,18,Bronze,0.3597145
3211,Warehouse #3211,Warehouse,Light,True,77976,Cleveland,6328 Hanson Walks Apt. 087,Cleveland Fire Dept,2017,8,Bronze,0.17681533333333332
3212,Warehouse #3212,Warehouse,Light,True,21269,Cincinnati,7322 Fisher Inlet Apt. 472,Cincinnati Fire Dept,1995,30,Bronze,0.39095175
3213,Retail #3213,Retail,Light,False,9029,Louisville,0483 Kevin Walk,Louisville Fire Dept,2016,9,Gold,0.33677175000000004
3214,Education #3214,Education,Ordinary,False,2000,Louisville,5747 Jeremy Well Apt. 131,Louisville Fire Dept,2008,17,Silver,0.49983333333333335
3215,Manufacturing #3215,Manufacturing,Ordinary,False,37450,Cleveland,1660 Willis Road Suite 055,Cleveland Fire Dept,2000,25,Silver,0.6197541666666668
3216,Office #3216,Office,Moderate,False,58306,Cleveland,21421 Shannon Land,Cleveland Fire Dept,2002,23,Gold,0.6745628333333333
3217,Retail #3217,Retail,Ordinary,True,64041,Louisville,09206 Stephanie Mission Apt. 465,Louisville Fire Dept,2024,1,Gold,0.15969741666666668
3218,Manufacturing #3218,Manufacturing,Ordinary,True,59650,Cincinnati,52166 Noah Islands Suite 864,Cincinnati Fire Dept,2009,16,Silver,0.3314041666666666
3219,Education #3219,Education,Ordinary,False,54648,Cincinnati,3836 Scott Estates Apt. 893,Cincinnati Fire Dept,1995,30,Silver,0.6909859999999999
3220,Retail #3220,Retail,Moderate,True,2000,Akron,60988 Amy Ways Suite 093,Akron Fire Dept,2019,6,Silver,0.23399999999999999
3221,Education #3221,Education,Light,True,85216,Louisville,8281 Gilbert Stream Suite 569,Louisville Fire Dept,2013,12,Gold,0.22891199999999998
3222,Manufacturing #3222,Manufacturing,Light,False,2000,Cleveland,49914 Stephanie Tunnel Apt. 610,Cleveland Fire Dept,2012,13,Bronze,0.3781666666666667
3223,Hospitality #3223,Hospitality,High,True,89195,Cleveland,49809 Morales Rapids Apt. 446,Cleveland Fire Dept,2014,11,Bronze,0.4202295833333333
3224,Manufacturing #3224,Manufacturing,High,False,107456,Akron,77369 Mitchell Roads Apt. 463,Akron Fire Dept,2017,8,Silver,0.5989253333333333
3225,Education #3225,Education,Moderate,True,35007,Cincinnati,47599 Allen Alley Apt. 488,Cincinnati Fire Dept,2002,23,Gold,0.4570885833333333
3226,Office #3226,Office,Light,True,21485,Dayton,18852 Tran Haven,Dayton Fire Dept,2005,20,Gold,0.2744470833333333
3227,Warehouse #3227,Warehouse,Light,False,72835,Akron,7736 Alexander Gateway Apt. 042,Akron Fire Dept,2008,17,Bronze,0.4779595833333333
3228,Healthcare #3228,Healthcare,Light,False,27291,Cincinnati,8494 Bernard Crossing,Cincinnati Fire Dept,2007,18,Silver,0.45546825
3229,Healthcare #3229,Healthcare,Ordinary,False,84786,Louisville,651 Melinda Plains Suite 706,Louisville Fire Dept,2010,15,Silver,0.5385895
